wallet,num_txns,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,total_deposit_amt,total_borrow_amt,total_repay_amt,repay_ratio,activity_days,score
0x0185326b75f0e915a7518b9f5dce248c09226935,2,2,0,0,0,0,4673936576.098938,0.0,0.0,0.0,8,248
0x0185c3dd9f48bfaea84a637c769840f5c3bdb658,14,0,0,0,14,0,0.0,0.0,0.0,0.0,52,67
0x0185e80948461135faabd6d01fe4afa8586fe6c4,1,1,0,0,0,0,1.835328,0.0,0.0,0.0,1,19
0x018650dae189c5083dcbec8ae1edcf8b83e08380,19,8,2,2,7,0,4201971702264848.5,700000000000500.0,700381763483776.4,1.00054537640468,17,726
0x0186d975cfe19772e58f4d314a52984b31a2cbeb,116,37,29,20,30,0,1.3200525565828078e+17,2.4591637386246536e+16,354238.0437240001,1.4404817302735451e-11,104,672
0x0187cd7fa0f5f10661e12be1538611de29bc6f77,12,4,5,1,2,0,110985295084340.33,260000000000003.0,3.001372,1.1543738461538329e-14,3,361
0x0188470b85e116ba8a7a42a71a8d67229f44e7ad,11,8,3,0,0,0,457769147566934.75,139.825774,0.0,0.0,22,390
0x01884fdcd3a66259cfa65a20bebe3db9f24d97b2,2,1,0,0,1,0,9559.0,0.0,0.0,0.0,1,102
0x0188946f1b60fa1af2e53bf2f4dc0a0670c631f0,1,1,0,0,0,0,94000000000.0,0.0,0.0,0.0,1,261
0x0188e83acb7f9e765bdd3e5cf7937d3d9e1c2879,3,3,0,0,0,0,3.3000000000000003,0.0,0.0,0.0,6,40
0x0188f8b6f58aec2e47c1ba1fc38b9978273de931,1,1,0,0,0,0,85000000000000.0,0.0,0.0,0.0,1,329
0x0188f96b20d00a3ab9d19b8aa91988b720294ce3,2,1,1,0,0,0,10000000000.0,0.002,0.0,0.0,1,241
0x01894ddf668719ae49d364e6c77d21cfa3926ac6,6,1,2,0,0,3,129784434451.42574,18000000.00016,0.0,0.0,53,7
0x018a26884caafb6a420d3de9541cf924178783de,1,1,0,0,0,0,6016856603.539196,0.0,0.0,0.0,1,234
0x018a5329c9b24f31bff452166c73369354ae71a6,67,67,0,0,0,0,250000000.00042,0.0,0.0,0.0,23,359
0x018a6ad6ef7642a5bfdc470a2e1cdebec1e41045,1,1,0,0,0,0,1399668071306.7112,0.0,0.0,0.0,1,288
0x018aae0cbe0aff89e183a7f1f0b34b308561b049,1,1,0,0,0,0,36000000000.0,0.0,0.0,0.0,1,251
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,31,7,9,11,4,0,7447728251950.742,1.1000000000020982e+16,6003505379868179.0,0.5457732163506116,68,564
0x018bde66f5b0a1a992a40d6f75dee3c5a29f25c9,2,1,1,0,0,0,48200000000.0,5000000000.0,0.0,0.0,1,256
0x018bf5774c55789146bac375e052f826294ecb06,6,2,1,1,2,0,124000000000.0,75000000000.0,75027676940.90239,1.0003690258786986,4,583
0x018d48fd560a59dab8b345917330a468f04cbc2b,2,2,0,0,0,0,100000000010.81802,0.0,0.0,0.0,7,278
0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9,4,1,1,1,1,0,5900000000000000.0,700.0,700.0,1.0,1,678
0x018e2339fe910022db81f0df861ff792d406cf3d,87,26,18,14,29,0,4035026111620956.0,1060000000014273.8,11062.703867,1.0436513081934936e-11,108,580
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,141,80,22,17,22,0,1637654191621950.8,536461132915435.7,18194774433344.504,0.03391629573323183,70,685
0x018fe0518c0a46855801280950fe0cc98ac96a77,1,1,0,0,0,0,0.096406,0.0,0.0,0.0,1,9
0x01905431efb225a63b873d8fa6f98b067df4a924,2,2,0,0,0,0,2.432779,0.0,0.0,0.0,7,37
0x0191c087cbf29aa1103c1010c470743264a052b1,1,1,0,0,0,0,10000000000.0,0.0,0.0,0.0,1,239
0x019218cb876c7e22a903ca74c0b62ec90344920d,28,13,11,2,2,0,3660659755658195.0,2593781080223331.0,1094343930612586.8,0.4219106766398192,44,579
0x019271b315e55cd40d409ef21ede9c3b61646736,25,9,6,3,7,0,170793046643556.94,123215643955823.06,72217056736937.62,0.5861029851276828,4,569
0x019287e476e382e9b733e089cb205b4dd255902a,1,1,0,0,0,0,53.4339,0.0,0.0,0.0,1,48
0x019315575492be540e0d56306948b3180fe39788,1,1,0,0,0,0,100000000000.0,0.0,0.0,0.0,1,262
0x0193960db1204a3c0882225576c92b95af25092e,1,1,0,0,0,0,1000000000000.0,0.0,0.0,0.0,1,285
0x0193caf8a49dba421bca7d16eebd0e7dff9c559b,3,1,1,1,0,0,497000000000000.0,30000000000.0,30001441369.993355,1.0000480456664451,5,662
0x0193d4e60ad8eb4f9546ef607237277b82d5c5b0,2,1,0,0,1,0,133308351784724.92,0.0,0.0,0.0,1,336
0x0194d076503771b976a062c4cde310b13d3e9960,42,31,3,3,5,0,3.176084306397962e+17,190000.0,174541.22909900002,0.9186380478894738,99,808
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,12,4,4,2,2,0,155000000000055.0,80.0,80.05186900000001,1.0006483625000002,63,692
0x01952760a2f72cfa13b3557b6e015b40126961c0,53,22,5,2,24,0,192123223182228.06,4204.6005000000005,4211.897386000001,1.0017354528688278,17,764
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,21,9,2,2,8,0,196013656133706.8,210.0,210.092488,1.000440419047619,80,715
0x019565863a1d126ace10976692665a0d5e3b57da,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8
0x0196745e37b3e8ddb99be16b065bb482768ef3d2,10,8,2,0,0,0,18591865298325.258,5000000000000.0,0.0,0.0,67,367
0x019712e01e25a3dee2e11dc8a8de84afb0015401,131,49,17,7,58,0,240344526978626.62,4975000000302.234,302.689444,6.084209929278621e-11,119,641
0x0197295055068f266f8654ef428a91239839c2d5,13,6,1,1,5,0,5156700697515508.0,2500000000000000.0,2500523483581517.0,1.0002093934326068,8,709
0x01974549c9b9a30d47c548a16b120b1caa7b586c,1,1,0,0,0,0,2000000000000.0,0.0,0.0,0.0,1,292
0x019761d78f2f14ef6a498d245fca15ef5ab121c8,9,5,4,0,0,0,11487229274.116693,27.890037999999997,0.0,0.0,3,263
0x01977c44632eefb5b2868e18c902584ccad574d7,112,2,0,0,110,0,70500.0,0.0,0.0,0.0,63,377
0x0197d7fafca118bc91f6854b9a2ceea94e676585,1,1,0,0,0,0,21900000000000.0,0.0,0.0,0.0,1,316
0x0198662302a3d7395714600e885d2ddf87c2f839,2,1,1,0,0,0,49600000000.0,5000000000.0,0.0,0.0,1,257
0x019868709db6160b2db6276bdf163ac0d3b5324a,1,1,0,0,0,0,6280615215.895603,0.0,0.0,0.0,1,234
0x0198d8a7463819a22facc2b96a7402f1bbbd1a82,1,1,0,0,0,0,1.813291,0.0,0.0,0.0,1,19
0x019978404a6cd72605ec0f2874e7f5ec854dbd9d,1,1,0,0,0,0,1.061967,0.0,0.0,0.0,1,16
0x0199a54ad38f4d55b3819517d3fea232ae33f673,41,14,8,7,10,2,160827590324388.47,3.3966800000005e+17,8.723525484899798e+16,0.25682506108607567,110,333
0x019a0a45a1342050f732ccdf8aeb2ecf4b34c034,28,19,0,0,9,0,5207512111510664.0,0.0,0.0,0.0,26,450
0x019aa8f4062bde8e0b457aedf08d4bfbb44f3acd,1,1,0,0,0,0,1.103037,0.0,0.0,0.0,1,16
0x019abd316838b1fb8dd49d66c13b01b5ea3cdbaf,7,4,0,0,3,0,43300000001623.61,0.0,0.0,0.0,19,357
0x019b00a4c8bf5a4a75d7be5a498f2d41e6bf41f2,44,12,6,9,17,0,1.2474685766200868e+16,2220209635934771.2,1569227876060254.2,0.7067926607748303,81,714
0x019b337f128fd5eb9f7e3fd36acaf6c334c7492b,3,2,0,0,1,0,101000000000000.0,0.0,0.0,0.0,1,335
0x019b40948ae2c1dfc1751e76161b5a6ef90aee4b,1,1,0,0,0,0,1.680773,0.0,0.0,0.0,1,18
0x019c429038894a1656ae2e9399769662bb4899d0,2,1,1,0,0,0,10000000000.0,0.002,0.0,0.0,1,241
0x019c829ea5392cedae3c91027c171420798ff9cf,2,1,1,0,0,0,43400000000.0,5000000000.0,0.0,0.0,1,255
0x019d10463c5c800b84d6527e112e131109611527,4,1,1,1,1,0,2.0842e+16,2000000000000.0,2000000000000.0,1.0,1,690
0x019d239a36a4fd4828253e8eccadd1dd2d0dd147,10,5,3,1,1,0,1672371335877.248,2973.176232,373.20929,0.1255254518663191,78,382
0x019dd1181011ab3207b948cf9d00c0a011d33c74,1,1,0,0,0,0,128576515690162.33,0.0,0.0,0.0,1,333
0x019e3d65ade821fded83b438cd1b8626208c48d3,10,6,4,0,0,0,12405789195777.996,1170.0,0.0,0.0,21,352
0x019ea1afabcbd84d922043c4261052a583315d2c,143,54,60,24,4,1,2.3200967197474e+17,285831.28242599993,178430.25733,0.6242502773509213,112,820
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,10,2,2,1,2,3,8794300000000.0,1877.754599,238.03773,0.12676721980964245,66,98
0x019f4cb3cad6f0bf4d571edc99cf3cea815c0102,1,1,0,0,0,0,10638755.361279,0.0,0.0,0.0,1,170
0x019fb2e4f3c3afc29a55fe4740ce87b3df981e23,2,2,0,0,0,0,5349870.73051,0.0,0.0,0.0,7,179
0x01a0de8ff66f6c050bf45c36f46e74d359e7f85a,1,1,0,0,0,0,1500.0,0.0,0.0,0.0,1,82
0x01a0e0f98539cab8593c45f849c75f65b27dcb50,1,1,0,0,0,0,1500000000000.0,0.0,0.0,0.0,1,289
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,106,58,14,10,24,0,7193290251444703.0,1725923521308209.0,1734482620548965.2,1.00495914166247,74,921
0x01a10e5ada8f1c1117f185493a0bb4f299f7b8c0,7,1,1,0,5,0,65000000000000.0,20150003557569.69,0.0,0.0,56,372
0x01a11a6eef76d13a789bf944dbcfe7e2b27411ed,1,1,0,0,0,0,1.065949,0.0,0.0,0.0,1,16
0x01a15c5109cb9935d9528c9348a2996559151c26,1,1,0,0,0,0,1.070356,0.0,0.0,0.0,1,16
0x01a1c554806b5754fc768fb6037631e3842dab5d,2,1,1,0,0,0,100000000000.0,5000000000.0,0.0,0.0,1,264
0x01a1c72bf9547d1e6abd8486ae3cad64e781cd7c,4,3,1,0,0,0,11000000000.001122,5178849414.349305,0.0,0.0,1,246
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,151,51,47,32,21,0,2532467385271054.0,3580000000036530.0,3401253431411525.0,0.9500707908873796,86,986
0x01a2c0cc3fc848d1cbfa4198822349c85905785b,3,1,0,0,2,0,500.0,0.0,0.0,0.0,1,75
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,50,19,15,4,12,0,910217735257172.9,665924081655041.2,299597824366552.2,0.44989786766976897,41,616
0x01a3049804d40609f2edc1b5d73610bcd8796ae1,1,1,0,0,0,0,97300000000.0,0.0,0.0,0.0,1,261
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,7,2,1,2,2,0,1.4e+16,1e+16,1.0043245478678294e+16,1.0043245478678293,33,722
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,4,2,1,1,0,0,60897781127000.0,7892259814464.773,7892259814464.773,1.0,1,632
0x01a4f75344f665629c714f6623b784509159d4bc,13,5,2,1,5,0,600000000001123.4,230.168583,230.168945,1.000001572760258,1,673
0x01a580e1370e798c48abda6b2f605035f2127d5c,253,90,51,70,42,0,3.3771892136403164e+16,9800000000039870.0,3800295932756419.5,0.38778529925928146,81,1000
0x01a71e7b07cbe684439eb0570a93055af7c15b57,2,1,1,0,0,0,27200000000.0,5000000000.0,0.0,0.0,1,251
0x01a762e99a74132ff61cebd92262fc54463320e5,124,79,5,7,33,0,224184833986392.12,3698.0,2260.558399,0.6112921576527853,47,800
0x01a7749f10af218e842eaa97ef66b06870f9002a,4,0,0,0,4,0,0.0,0.0,0.0,0.0,77,51
0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55,1,1,0,0,0,0,1.015478,0.0,0.0,0.0,1,15
0x01a8b987d4350c58a3a16456d5f7cc3255c425b0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8
0x01a94e74ec7264b4be34d9a68f8cd1decc9bcdb6,2,1,0,0,1,0,10000000000000.0,0.0,0.0,0.0,30,337
0x01a97118d81e6ccd319a27dbfad2b601774399d2,2,1,1,0,0,0,580000000000.0,260000000000.0,0.0,0.0,1,281
0x01a9766c63c57694307eb20b75796a252d549819,2,2,0,0,0,0,1.0284060000000002,0.0,0.0,0.0,12,36
0x01aa226e0895cfc97fee2121222dd005160ea9c2,1,1,0,0,0,0,4113116595.938464,0.0,0.0,0.0,1,230
0x01aa66f23e42842d771cf46e6293af4ed04c90bd,120,60,27,9,24,0,4.990661600821556e+16,1.3087769726422362e+16,209963.34243999998,1.604271368070555e-11,107,671
0x01aa8359ab1b28af8f7a11d3457f775b540efad3,1,1,0,0,0,0,103.433967,0.0,0.0,0.0,1,55
0x01aafa85d27eda7cc530132827ba834c269a7cbd,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8
0x01ab50c379aa098a199feda4c5a51d623ffcd764,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8
0x01ac60352b386d551222c877925f524d43725149,5,0,0,0,5,0,0.0,0.0,0.0,0.0,1,16
0x01accec19e099cc37d9fa9f7027dd89c8a9831d5,2,1,0,0,1,0,1052.019975,0.0,0.0,0.0,1,80
0x01adf60f3a3455f78cd196763c1203c8fde2c039,1,1,0,0,0,0,6358478883.961646,0.0,0.0,0.0,1,234
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,18,1,3,6,8,0,2.110810612733507e+16,6.108069759737374e+16,1.0105347205498774e+17,1.6544256373937138,30,942
0x01af4808da010aad7b2c977f51508a1402c8cbbc,114,57,20,15,22,0,1.1512564244541963e+17,1.0535000000013813e+17,9.5463445533747e+16,0.9061551545668898,17,921
0x01af60b03e2b9cbf947568552462f9182b959db0,24,12,10,1,1,0,74079.20597099999,58904.32069500001,7700.0,0.13072046174455929,24,231
0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,1,1,0,0,0,0,3.0,0.0,0.0,0.0,1,22
0x01b037084eba7e4519dbfc9ba026ae696746e033,2,2,0,0,0,0,112249432763187.47,0.0,0.0,0.0,23,359
0x01b05f41b22b8ab004b064cd6404e90ca46840fd,1,1,0,0,0,0,3796413743.788625,0.0,0.0,0.0,1,229
0x01b06d543b68067f7d78427d651b1190c10e0456,4,1,1,1,1,0,4000999999999999.5,300000000000.0,300000000000.0,1.0,1,674
0x01b0b2d9991112703bb96ba7b603f89788d2c6d6,1,1,0,0,0,0,8.578612,0.0,0.0,0.0,1,31
0x01b0ea8755979c2030d642b74c5dcbde220351df,1,1,0,0,0,0,1.01553,0.0,0.0,0.0,1,15
0x01b15b58df43cd3a72b4edd9b6150fc7b9b1f412,1,1,0,0,0,0,1.107826,0.0,0.0,0.0,1,16
0x01b19a62cba8bbc553b0137257f72371c826c403,12,4,2,3,3,0,234500000000000.0,146000000000000.0,146000052448111.44,1.00000035923364,63,696
0x01b27aeaa3b67577609538155d637b08f0779069,23,3,6,5,9,0,9861.068949999999,1503400000003002.5,399327124144.6093,0.0002656160197843633,8,160
0x01b2e0fc91754fa2daa9a69fe4ef69c03cb50bc0,2,2,0,0,0,0,2.2,0.0,0.0,0.0,6,35
0x01b344118ff55134f042bb19ca4a77cd3212dc19,1,1,0,0,0,0,0.013275,0.0,0.0,0.0,1,9
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,77,32,19,16,10,0,8.12715747741206e+16,1.000000000046524e+16,1.0011653785702988e+16,1.0011653785237207,59,884
0x01b3bd82da83c842d8220c8fef9358abeffd537e,4,1,1,1,1,0,4111000000000000.5,700000000000000.0,700000000000000.0,1.0,1,674
0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,87,39,20,12,16,0,2395718000106724.0,500000000087080.25,87285.79481400001,1.7457158959759653e-10,102,574
0x01b44fd30ad33b88d0ebe0e22faa52cfe0f8ae7e,2,1,1,0,0,0,10000000000.0,0.002,0.0,0.0,1,241
0x01b45138c79d97335df9fef8c3a325eaa764d29c,2,2,0,0,0,0,1.0596860000000001,0.0,0.0,0.0,11,36
0x01b457774fee6105593031a3eb023a873c450c4a,1,1,0,0,0,0,1000000000000.0,0.0,0.0,0.0,1,285
0x01b572c14af90297b04955659cf86aec87dad0b2,4,1,1,1,1,0,1153000000000000.0,300000000000000.0,300000000000000.0,1.0,1,661
0x01b590b256dcb6300fe43fa2c629dd9fd2838ed4,4,4,0,0,0,0,143200000000000.66,0.0,0.0,0.0,3,347
0x01b5b2eec95743ff4401a55b06db72bdf6afa0e1,163,33,43,29,58,0,4130980624715765.0,8366405000012926.0,3503456228593193.5,0.4187528847321855,82,855
0x01b630e4c8c64c9abfd843c2c7ec3b0fcd1cf609,2,0,0,0,2,0,0.0,0.0,0.0,0.0,11,28
0x01b700a7f8797609c8e86b21d3e5a765d608b9a2,1,1,0,0,0,0,1.109076,0.0,0.0,0.0,1,16
0x01b7b1df70e1b455e1086aef7488f1131183107b,7,5,0,0,2,0,500.635159,0.0,0.0,0.0,4,92
0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,2,1,1,0,0,0,100000000000000.0,30000000000000.0,0.0,0.0,1,333
0x01b84c86f45b3961296286d8ef8ec49709606b36,1,1,0,0,0,0,1.022974,0.0,0.0,0.0,1,15
0x01b8674543a3480a6a4c44014d226b27db2d65db,2,1,1,0,0,0,14784929341.901005,5000000000000.0,0.0,0.0,1,245
0x01b8884b83882069d08c86b053bb1027d04dce96,4,1,1,1,1,0,5900000000000000.0,700.0,700.0,1.0,1,678
0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,4,1,1,1,1,0,103420000000000.0,71000000000000.0,71000000000000.0,1.0,1,637
0x01b8a5c4f22ca9707d1865ff2c4712829b6175f6,5,3,0,0,2,0,4392181871451.5137,0.0,0.0,0.0,21,332
0x01b8f7ef9c12841ca94ee6652f0d5e9646a1168f,180,110,1,65,4,0,1.0445209183757486e+16,8000.0,4213.526980000001,0.5266908725,99,932
0x01b92f893b1c302bcf1945fd4edf10df99b4f181,8,1,1,2,4,0,2507270139492.374,681.669084,1368.079477,2.0069554408602164,44,941
0x01b94f94cbf9fe4509b0beaa8dd6fb510dad01e5,2,2,0,0,0,0,100000000000.2,0.0,0.0,0.0,1,264
0x01bb074c844b1129c8e26ed5d27186cf53198f6c,2,1,0,0,1,0,1.852e+16,0.0,0.0,0.0,1,385
0x01bb8b57808786461b7db3dd5975280f189307a3,2,1,1,0,0,0,10000000000.0,0.002,0.0,0.0,1,241
0x01bbec9408cf03e8188f44f12636b63e8faba019,11,7,4,0,0,0,13354671798244.232,401.429314,0.0,0.0,72,367
0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,95,60,24,8,3,0,1.8604675148228932e+16,1.6141164158945962e+16,23224.582438999998,1.4388418462449112e-12,106,611
0x01bcfd7986c68df30f8b3d3f92a44e5664657ab9,9,0,0,0,9,0,0.0,0.0,0.0,0.0,49,57
0x01bd177d908a1ec1f5e965434930056210bf64b1,1,1,0,0,0,0,1300000000000.0,0.0,0.0,0.0,1,287
0x01bd2bdb16eb1e61d368b60efb988adcb433a7ec,1,1,0,0,0,0,100000000000.0,0.0,0.0,0.0,1,262
0x01bd8aac958c6e728557bcac756273ddd65bf19c,3,0,0,0,3,0,0.0,0.0,0.0,0.0,5,23
0x01bdeac39c807252d9dc00d1d69987234d376ec6,2,2,0,0,0,0,33753689064.521324,0.0,0.0,0.0,8,268
0x01be938672471bbb0fa1dfd223dd2aad2e389559,7,2,1,1,3,0,1778.418034,790.40803,790.40837,1.0000004301575731,1,395
0x01bfb07fe3dcdfe459de2fb627a96a11f33cab57,10,7,0,0,3,0,2809.225375,0.0,0.0,0.0,44,137
0x01bfc30251bfb5b68e7e7a69fec81d8adcebc4f1,1,1,0,0,0,0,1.10827,0.0,0.0,0.0,1,16
0x01bfda329ad313306320b11c6845f24294286f26,3,2,0,0,1,0,738544304748.6537,0.0,0.0,0.0,27,312
0x01c08ae3a3a5595440144639d1bd16e8fc94f297,2,2,0,0,0,0,0.011761,0.0,0.0,0.0,7,24
0x01c20f8119a4243dfbde6ef19968bf1a7ac8f2ec,2,1,0,0,1,0,9985.0,0.0,0.0,0.0,1,103
0x01c38875ab789cb12efcd791db91217a00fd01fa,7,7,0,0,0,0,175710910455697.88,0.0,0.0,0.0,88,386
0x01c3dd0607e189d8ec94c740cf5926db4f38bf3f,3,3,0,0,0,0,75030000000000.0,0.0,0.0,0.0,2,336
0x01c4905e81eb6ebb919a802215b465137d1ba3a6,1,1,0,0,0,0,3988599286.49923,0.0,0.0,0.0,1,229
0x01c4fbfa5cd0515cb51a75a92480583db1d018c2,3,0,0,0,3,0,0.0,0.0,0.0,0.0,1,12
0x01c5668541751d62e3d36a7f8af12ceed452f312,1,1,0,0,0,0,4144016280.877026,0.0,0.0,0.0,1,230
0x01c5c4ca74a665e40e96ed8ff221500b6366b8a6,350,152,40,22,136,0,5897698053016615.0,105904.0,62529.135800000004,0.5904322386312132,92,1000
0x01c5c9f1b50986663d545b474b3acbf9e1b25c51,21,10,7,0,4,0,851742958624776.8,834066116728260.8,0.0,0.0,3,399
0x01c60af7f7193370a9447a12c885427cb94f21e6,24,16,6,0,2,0,8855930845634533.0,4657298215294441.0,0.0,0.0,54,455
0x01c6e66c0dcadda3f6bee43af37c51fad41c3955,1,1,0,0,0,0,1.820262,0.0,0.0,0.0,1,19
0x01c717a8e3558ca44d473a5882e938572f1f7d93,20,11,5,2,2,0,2.2640404311584864e+16,6209.357789000001,3485.053931,0.561258353830704,47,623
0x01c7602892dda14261fdd4ae9c6b590ae65d3256,9,7,2,0,0,0,120636215058519.0,0.446132,0.0,0.0,39,379
0x01c7b3b2be439441e3cc8644b64b664d5e4e997f,1,1,0,0,0,0,2000000000000.0,0.0,0.0,0.0,1,292
0x01c7ce0a635c1fa6f18f4bb5b8ae4b86cc3e68af,1,1,0,0,0,0,1631097488954.8015,0.0,0.0,0.0,1,290
0x01c83e2a373ba4bf2cbe51087d97483e9f88c415,1,1,0,0,0,0,509311789458153.94,0.0,0.0,0.0,1,347
0x01c96c01e8169279e9a7348474c46a8861fc01b8,1,1,0,0,0,0,1.107817,0.0,0.0,0.0,1,16
0x01cb1826cd50f7f15626a1283ae812ad0a273388,188,94,8,61,25,0,446542591392372.06,95000.0,5615.690333,0.059112529821052626,64,772
0x01cbb47731aa829baa27ece1e69efb8fa29d1cba,1,1,0,0,0,0,1.733297,0.0,0.0,0.0,1,18
0x01cc1a92aafe7e49a0f18c3fafd3684ea829d9a4,4,1,0,0,3,0,49607.599235,0.0,0.0,0.0,1,123
0x01cc4ec22fd137f9a33f188fcf3078b5755368b5,1,1,0,0,0,0,3000000000000.0,0.0,0.0,0.0,1,296
0x01cc647103f4ce8a8f7985df8101d24aab029bf3,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8
0x01cd8b637e1e131827260aaf777a587b4aed1c54,1,1,0,0,0,0,1.190006,0.0,0.0,0.0,1,16
0x01cdcc99a4f9a68be18504750b219caa881841eb,2,0,0,0,2,0,0.0,0.0,0.0,0.0,38,40
0x01ce064bf433bb179791260c080630fe63684eac,23,6,6,3,8,0,280000000000092.6,170000000000150.0,60002485833513.13,0.35295579902035407,8,506
0x01ce5973ebf4f7043d61cb48a7e25501afbafad7,1,1,0,0,0,0,1.139946,0.0,0.0,0.0,1,16
0x01ce6e8e667d8a40d05cfdfac97194198069fdd8,4,4,0,0,0,0,6551016625.798305,0.0,0.0,0.0,1,240
0x01cf15d50e91ea8731572a07afbf782233339ad7,100,43,17,13,27,0,1827033749207730.8,467000000001103.0,425049234102337.06,0.9101696661698783,78,868
0x01cf5fff6ee551a7d3fdbb32c6a8ad9ef31c4829,5,2,1,1,1,0,113493769296176.58,117.376372,117.854133,1.0040703336784,20,665
0x01cf7991cf4d37a762bffa9d74bd9b46d124d371,33,26,4,2,1,0,256051.49568200004,408066.053405,361332.398385,0.8854752689422625,73,499
0x01d04f947cf6e5e4ffb9d76b40ed83daafa76e5a,1,1,0,0,0,0,2.0,0.0,0.0,0.0,1,19
0x01d05838b47fe9608cf58d9688e9b5b46816ae91,2,2,0,0,0,0,1.034514,0.0,0.0,0.0,6,30
0x01d176f95b77ca6dcbadda21f6b8c7bf8ec3c3ee,2,2,0,0,0,0,12351796632.338669,0.0,0.0,0.0,2,247
0x01d17d9fdf660f9c79d9feefa2b9a4b71a32a9b6,19,6,5,3,5,0,502542585928671.3,333090000000000.0,90023035361.77036,0.0002702664005577182,63,418
0x01d2e7a456071dff8dbc273c1f6812d3c5f6ac10,1,1,0,0,0,0,1500000000000.0,0.0,0.0,0.0,1,289
0x01d2f11ad6668e28ce07da387d08bedd57f4a85a,4,2,2,0,0,0,186768865822.9228,332.041791,0.0,0.0,1,274
0x01d36303366ee9e94c3cfed0c9dd41857d6f644d,1,1,0,0,0,0,1.442072,0.0,0.0,0.0,1,17
0x01d37cdae14bc9e2e10b6a71a0c72998f44e225c,4,1,1,1,1,0,4000000000000000.0,400000000000000.0,400000000000000.0,1.0,1,674
0x01d3c79e4d3b314e43afa00e111dc07e2073e349,21,11,7,1,2,0,43500000000147.94,71.5,3.501203,0.048967874125874125,26,403
0x01d43fcfb3a9e93be5344d1011162d548db936c3,64,32,13,8,11,0,1.6352352216109116e+16,1.3164517110421558e+16,1.3231066196867478e+16,1.005055186292647,20,833
0x01d48c3d1feaecce1256f98f80162103d588e830,72,72,0,0,0,0,260000000.00045997,0.0,0.0,0.0,23,369
0x01d4bd1ce999e641430deed48f715c2113da3187,2,2,0,0,0,0,7798195607.575624,0.0,0.0,0.0,9,254
0x01d4de1128e47b400187cd81a5cfae97a6e55bf1,12,4,2,2,4,0,95866258003.87752,650.0,649.938261,0.999905016923077,6,596
0x01d56c115f9afd657dd4eeb9ece38d6cf73975d6,28,8,7,6,7,0,359147201481035.8,259147201481035.8,259147736356578.72,1.0000020639834806,1,698
0x01d5c613f8bd10e5e312a34a60fbdeae0add19e3,2,2,0,0,0,0,7744787369.270278,0.0,0.0,0.0,5,249
0x01d616e83175a410b31253ffa1f78ccb3884fddd,57,30,17,7,3,0,4.884800000000148e+16,8232154713334734.0,3288.907091,3.99519591835721e-13,51,537
0x01d659a033bcfb4241fdfbfb95932a4e218805a3,3,3,0,0,0,0,4400000000000.0,0.0,0.0,0.0,3,310
0x01d6b75a2b5048b5e528550e84e74ce08df912a4,1,1,0,0,0,0,94800000000.0,0.0,0.0,0.0,1,261
0x01d754f2a403bf165aa04aff1940176581263ba3,2,2,0,0,0,0,23098108185.40294,0.0,0.0,0.0,5,260
0x01d77b358a5e2b12d60e7bfec4cff8ad54b63fd7,2,1,0,0,1,0,9359.0,0.0,0.0,0.0,1,102
0x01d7fe53ca0c7558c7a410ef969677a7e9ec53a7,4,3,0,0,1,0,1830000009524.0,0.0,0.0,0.0,30,324
0x01d8390b924427ace5dd259f5d0541ab9585a3e8,2,1,0,0,1,0,173577958303355.97,0.0,0.0,0.0,1,338
0x01d83a95e445a001194ab79a4d7cda5acfcf6dc1,4,1,1,1,1,0,4900000000000000.0,1000000000000.0,1000000000000.0,1.0,1,676
0x01d852b6949f38b027571b5baa713da88e5b4db3,1,1,0,0,0,0,8.808103,0.0,0.0,0.0,1,31
0x01d91f7c1cbd33ac7d40842569789cc043890712,3,2,0,0,1,0,300.92902300000003,0.0,0.0,0.0,46,101
0x01d971f8b52ac1d3667e00407e48254380512e0c,1,1,0,0,0,0,1.113094,0.0,0.0,0.0,1,16
